sku,listingId,donor,rule,engine,n_vehicles,sources,models,action,reason
47833,407087195331,,,,,,,skip,category 107062 never renders fitment on eBay
52164,407087195134,,,,,,,skip,already 221 vehicles (multi-fit/expanded)
48103,407087195042,BMW None [E88],-,,29,etk,"128i,135i,X1",pushed,part-number/ETK only (+29 ETK rows)
49743,407087195034,,,,,,,skip,already 181 vehicles (multi-fit/expanded)
48576,407087195037,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls)
50187,407087195094,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Lidar & Radar Sensors) [catalog: 25 dropped_vehicle]
47883,407087194876,BMW None [G12],A,,20,chassis+etk,"540d xDrive,740i,740i xDrive,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > Oil Coolers & Lines) (+10 ETK rows) [catalog: 25 dropped_vehicle]
49517,407087194988,,,,,,,skip,already 18 vehicles (multi-fit/expanded)
48543,407087194943,,,,,,,skip,no Shopify donor for SKU
48539,407087194994,,,,,,,skip,no Shopify donor for SKU
48439,407087194893,,,,,,,skip,no Shopify donor for SKU
47933,407087194864,BMW X5 [E70],B,M57,5,chassis+etk,X5,pushed,"under engine ancestor 33612 (Car & Truck Parts & Accessories > Engines & Engine Parts > Engine Mounts) (+5 ETK rows) [catalog: 5 retrimmed, 2 dropped_trim]"
48449,407087194823,,,,,,,skip,no Shopify donor for SKU
51849,407087195049,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
47922,407087194754,,,,,,,skip,already 16 vehicles (multi-fit/expanded)
51390,407087194764,,,,,,,skip,already 19 vehicles (multi-fit/expanded)
51098,407087194885,BMW X3 [G01],A,,7,chassis+etk,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Shocks, Struts & Assemblies) (+4 ETK rows)"
47545,407087194750,,,,,,,skip,already 87 vehicles (multi-fit/expanded)
47736,407087194723,,,,,,,skip,already 239 vehicles (multi-fit/expanded)
49468,407087194827,,,,,,,skip,category 107062 never renders fitment on eBay
50358,407087194640,,,,,,,skip,already 30 vehicles (multi-fit/expanded)
50672,407087194639,,,,,,,skip,already 49 vehicles (multi-fit/expanded)
51412,407087194744,BMW None [F30],-,,24,etk,"340i,340i xDrive,740e xDrive,740i,740i xDrive,i8",pushed,part-number/ETK only (+24 ETK rows)
49935,407087194609,,,,,,,skip,already 89 vehicles (multi-fit/expanded)
50439,407087194627,BMW None [F30],-,,89,etk,"228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,ActiveHybrid 3,M2,M235i,M235i xDrive",pushed,part-number/ETK only (+89 ETK rows)
47779,407087194571,,,,,,,skip,already 317 vehicles (multi-fit/expanded)
47614,407087194526,BMW None [F15],A,,9,chassis+etk,"X5,i8",pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Other Lighting & Lamps) (+4 ETK rows)
49834,407087194519,,,,,,,skip,already 168 vehicles (multi-fit/expanded)
52259,407087194467,BMW None [F30],A,,31,chassis,"320i,328d,328i,330i,335i,340i,340i xDrive,ActiveHybrid 3",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Doors, Trunk Lids & Hatches > Door Handles) [catalog: 19 dropped_vehicle]"
50519,407087194621,,,,,,,skip,no Shopify donor for SKU
47705,407087194498,,,,,,,skip,already 85 vehicles (multi-fit/expanded)
48577,407087194449,BMW None [F15],-,,407,etk,"135i,228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,335i,335i xDrive,335xi,428i,428i xDrive,435i,435i xDrive,528i,528i xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M3,M4,M5,M550i xDrive,M6,X1,X3,X4,X5,X6",pushed,part-number/ETK only (+407 ETK rows)
50445,407087194342,,,,,,,skip,already 164 vehicles (multi-fit/expanded)
48334,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
48094,407087194341,,,,,,,skip,already 13 vehicles (multi-fit/expanded)
52172,407087194523,BMW 435i [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Trim) [catalog: 14 dropped_vehicle]
47558,407087194296,,,,,,,skip,already 1365 vehicles (multi-fit/expanded)
47689,407087194284,,,,,,,skip,already 792 vehicles (multi-fit/expanded)
51262,407087194326,,,,,,,skip,already 11 vehicles (multi-fit/expanded)
47820,407087194211,,,,,,,skip,already 4 vehicles (multi-fit/expanded)
48347,407087194258,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Lighting & Lamps > Interior Light Assemblies) [catalog: 14 dropped_vehicle]
48488,407087194071,,,,,,,skip,no Shopify donor for SKU
47698,407087194079,,,,,,,skip,already 1326 vehicles (multi-fit/expanded)
48242,407087194019,,,,,,,skip,category 169395 never renders fitment on eBay
51809,407087193820,BMW None [G20],-,,108,etk,"230i,230i xDrive,330e,330i,330i xDrive,340i,340i xDrive,430i,430i xDrive,440i,440i xDrive,530e,530e xDrive,530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,M240i,M240i xDrive,X1,X2,X3,X4,X5,X7,Z4,i8",pushed,part-number/ETK only (+108 ETK rows)
52168,407087193981,,,,,,,skip,already 221 vehicles (multi-fit/expanded)
48335,407087193899,BMW None [F32],-,,407,etk,"135i,228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,335i,335i xDrive,335xi,428i,428i xDrive,435i,435i xDrive,528i,528i xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M3,M4,M5,M550i xDrive,M6,X1,X3,X4,X5,X6",pushed,part-number/ETK only (+407 ETK rows)
50123,407087194039,BMW None [G12],A,,37,chassis+etk,"740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Cameras) (+29 ETK rows) [catalog: 25 dropped_vehicle]
51972,407087194121,BMW None [G12],A,,11,chassis,"740i xDrive,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 25 dropped_vehicle]
50368,407087193809,,,,,,,skip,already 196 vehicles (multi-fit/expanded)
47925,407087193789,,,,,,,skip,already 268 vehicles (multi-fit/expanded)
49150,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50219,407087193692,BMW None [G12],-,,407,etk,"135i,228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,335i,335i xDrive,335xi,428i,428i xDrive,435i,435i xDrive,528i,528i xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 5,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M3,M4,M5,M550i xDrive,M6,X1,X3,X4,X5,X6",pushed,part-number/ETK only (+407 ETK rows)
48155,407087193759,BMW None [F25],A,,7,chassis,X3,pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors)
51013,407087193736,,,,,,,skip,already 325 vehicles (multi-fit/expanded)
49828,407087193613,,,,,,,skip,already 93 vehicles (multi-fit/expanded)
50231,407087193629,BMW None [G12],A,,65,chassis+etk,"650i,650i xDrive,750Li,750i,750i xDrive,Alpina B7,M550i xDrive,X5,X6,X7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exhaust & Emission Systems > Manifolds & Headers) (+57 ETK rows) [catalog: 25 dropped_vehicle]
50826,407087193625,,,,,,,skip,category 107062 never renders fitment on eBay
51234,407087193532,,,,,,,skip,already 186 vehicles (multi-fit/expanded)
49521,407087193423,BMW None [E85],A,,6,chassis,Z4,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > CV Joints, Boots & Parts)"
51242,407087193468,BMW None [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Wipers & Washers > Washer Pumps, Reservoirs & Nozzles)"
50554,407087193645,,,,,,,skip,no Shopify donor for SKU
48648,407087193365,,,,,,,skip,already 27 vehicles (multi-fit/expanded)
50168,407087193413,BMW None [G12],-,,26,etk,"740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7",pushed,part-number/ETK only (+26 ETK rows)
49956,407087193218,,,,,,,skip,already 258 vehicles (multi-fit/expanded)
50140,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
49382,407087193318,,,,,,,skip,already 160 vehicles (multi-fit/expanded)
49441,407087193231,,,,,,,skip,category 179671 never renders fitment on eBay
49647,407087193287,,,,,,,skip,already 42 vehicles (multi-fit/expanded)
51999,407087193242,,,,,,,skip,already 37 vehicles (multi-fit/expanded)
49666,407087193191,,,,,,,skip,already 32 vehicles (multi-fit/expanded)
52147,407087193128,,,,,,,skip,already 6 vehicles (multi-fit/expanded)
48321,407087193196,,,,,,,skip,already 104 vehicles (multi-fit/expanded)
47957,407087193080,,,,,,,skip,already 11 vehicles (multi-fit/expanded)
50407,407087193043,BMW None [F30],A,,155,chassis+etk,"228i,228i xDrive,230i,230i xDrive,320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,528i,528i xDrive,535d,535d xDrive,535i,535i xDrive,550i,550i xDrive,ActiveHybrid 3,ActiveHybrid 5,M2,M235i,M235i xDrive,M240i,M240i xDrive,M3,M5",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+155 ETK rows) [catalog: 19 dropped_vehicle]
50281,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
47771,407087192996,,,,,,,skip,already 7 vehicles (multi-fit/expanded)
49285,407087192916,BMW None [E70],A,,,,,review,"unresolved chassis: ambiguous series 'E70' / model '?': ['E70', 'E70 X5 M'] - needs a Model to disambiguate"
51386,407087192915,,,,,,,skip,already 19 vehicles (multi-fit/expanded)
48487,407087192884,,,,,,,skip,no Shopify donor for SKU
52028,407087193045,,,,,,,skip,category 107062 never renders fitment on eBay
49913,407087192862,BMW X5 [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Cargo Covers)
48185,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50379,407087192867,,,,,,,skip,already 263 vehicles (multi-fit/expanded)
48006,407087192759,,,,,,,skip,already 19 vehicles (multi-fit/expanded)
50159,407087192748,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
51361,407087192886,BMW None [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Doors, Trunk Lids & Hatches > Door Handles)"
50548,407087192883,,,,,,,skip,no Shopify donor for SKU
52157,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
49934,407087192742,,,,,,,skip,already 58 vehicles (multi-fit/expanded)
49330,407087168261,BMW None [E70],-,,4,etk,X5,pushed,part-number/ETK only (+4 ETK rows)
49868,407087192602,,,,,,,skip,already 39 vehicles (multi-fit/expanded)
50222,407087192646,,,,,,,skip,already 14 vehicles (multi-fit/expanded)
49730,407087192578,BMW 428i [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Hoods > Hinges, Latches & Additional Hood Components) [catalog: 14 dropped_vehicle]"
48104,407087192612,,,,,,,skip,already 322 vehicles (multi-fit/expanded)
49616,407087192593,,,,,,,skip,already 41 vehicles (multi-fit/expanded)
47844,407087192726,,,,,,,skip,category 21647 never renders fitment on eBay
49705,407087192511,,,,,,,skip,already 160 vehicles (multi-fit/expanded)
52006,407087192277,,,,,,,skip,already 97 vehicles (multi-fit/expanded)
49638,407087192501,,,,,,,skip,already 13 vehicles (multi-fit/expanded)
51044,407087192214,BMW None [F48],A,,9,chassis+etk,"X1,X2",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > CV Joints, Boots & Parts) (+2 ETK rows)"
49999,407087192395,,,,,,,skip,already 110 vehicles (multi-fit/expanded)
52182,407087192199,,,,,,,skip,category 107062 never renders fitment on eBay
48234,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50724,407087192204,,,,,,,skip,no Shopify donor for SKU
49407,407087192193,,,,,,,skip,already 40 vehicles (multi-fit/expanded)
48534,407087192006,,,,,,,skip,no Shopify donor for SKU
48161,407087191945,,,,,,,skip,already 116 vehicles (multi-fit/expanded)
50316,407087191995,,,,,,,skip,already 56 vehicles (multi-fit/expanded)
47587,407087192022,,,,,,,skip,already 284 vehicles (multi-fit/expanded)
51812,407087192031,BMW None [G20],A,,41,chassis,"330e,330e xDrive,330i,330i xDrive,M340i,M340i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 7 dropped_vehicle]
50186,407087191839,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Lidar & Radar Sensors) [catalog: 25 dropped_vehicle]
49908,407087191711,,,,,,,skip,already 58 vehicles (multi-fit/expanded)
50557,407087191962,,,,,,,skip,no Shopify donor for SKU
51346,407087191653,,,,,,,skip,already 4 vehicles (multi-fit/expanded)
47612,407087191649,,,,,,,skip,already 843 vehicles (multi-fit/expanded)
50189,407087191651,,,,,,,skip,already 638 vehicles (multi-fit/expanded)
50752,407087191675,,,,,,,skip,no Shopify donor for SKU
50830,407087189335,,,,,,,skip,already 356 vehicles (multi-fit/expanded)
51278,407087191249,BMW None [F34],B,,,,,review,Rule B on F34 needs an engine or donor model.
49483,407087191280,,,,,,,skip,already 5 vehicles (multi-fit/expanded)
51220,407087191275,,,,,,,skip,category 38771 never renders fitment on eBay
47935,407087191663,,,,,,,skip,no Shopify donor for SKU
51379,407087190879,,,,,,,skip,already 28 vehicles (multi-fit/expanded)
47934,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
49341,407087191269,BMW X5 [E70],B,S63,7,chassis,X5,pushed,category not in tree -> default
52007,407087191542,BMW None [G12],A,,38,chassis+etk,"740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+29 ETK rows) [catalog: 25 dropped_vehicle]
50179,407087191147,,,,,,,skip,already 36 vehicles (multi-fit/expanded)
51752,407087190739,,,,,,,skip,already 68 vehicles (multi-fit/expanded)
49967,407087190825,BMW None [F15],-,,74,etk,"X5,X6",pushed,part-number/ETK only (+74 ETK rows)
47693,407087190733,,,,,,,skip,already 367 vehicles (multi-fit/expanded)
51884,407087191113,BMW None [G12],A,,38,chassis+etk,"740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M760i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Trim) (+29 ETK rows) [catalog: 25 dropped_vehicle]
48294,407087190615,,,,,,,skip,already 65 vehicles (multi-fit/expanded)
48272,407087190679,BMW None [F25],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Storage & Organizers > Cargo Nets, Pet Barriers & Storage Bins)"
47856,407087190447,,,,,,,skip,already 425 vehicles (multi-fit/expanded)
48256,407087190525,,,,,,,skip,category 38771 never renders fitment on eBay
50360,407087190368,BMW None [F34],A,,9,chassis,"328i xDrive,335i xDrive,340i GT xDrive,340i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories) [catalog: 10 dropped_vehicle]
50542,407087190729,,,,,,,skip,category 179671 never renders fitment on eBay
50008,407087190416,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Other Exterior Parts & Accessories)
52343,407087190680,BMW None [F30],-,,89,etk,"228i,228i xDrive,320i,320i xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,ActiveHybrid 3,M2,M235i,M235i xDrive",pushed,part-number/ETK only (+89 ETK rows)
49343,407087190384,,,,,,,skip,already 39 vehicles (multi-fit/expanded)
47985,407087190172,,,,,,,skip,already 24 vehicles (multi-fit/expanded)
50464,407087190464,,,,,,,skip,no Shopify donor for SKU
49339,407087190164,,,,,,,skip,already 83 vehicles (multi-fit/expanded)
49457,407087190088,,,,,,,skip,already 409 vehicles (multi-fit/expanded)
50468,407087190324,,,,,,,skip,no Shopify donor for SKU
51371,407087190094,BMW None [F48],A,,7,chassis,X1,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Rear View Mirrors)
50417,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51995,407087189928,,,,,,,skip,already 86 vehicles (multi-fit/expanded)
52337,407087189884,,,,,,,skip,already 84 vehicles (multi-fit/expanded)
48580,407087189934,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors)
49545,407087190065,,,,,,,skip,already 76 vehicles (multi-fit/expanded)
50342,407087189728,,,,,,,skip,already 175 vehicles (multi-fit/expanded)
50725,407087189216,,,,,,,skip,no Shopify donor for SKU
50126,407087186748,,,,,,,skip,category 107062 never renders fitment on eBay
50573,407087190085,,,,,,,skip,no Shopify donor for SKU
49311,407087189206,,,,,,,skip,already 50 vehicles (multi-fit/expanded)
51835,407087188962,BMW None [G20],A,,41,chassis,"330e,330e xDrive,330i,330i xDrive,M340i,M340i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Air Conditioning & Heating > HVAC Vent Actuators) [catalog: 7 dropped_vehicle]
48144,407087189827,,,,,,,skip,already 76 vehicles (multi-fit/expanded)
51893,407087189800,,,,,,,skip,already 37 vehicles (multi-fit/expanded)
50160,407087189765,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
51231,407087189660,BMW None [G01],A,,86,chassis+etk,"X1,X2,X3,X4,X5,X6",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) (+85 ETK rows)
47860,407087189482,,,,,,,skip,already 425 vehicles (multi-fit/expanded)
48063,407087189613,,,,,,,skip,already 26 vehicles (multi-fit/expanded)
49237,407087189597,,,,,,,skip,already 22 vehicles (multi-fit/expanded)
49803,407087189797,,,,,,,skip,category 174119 never renders fitment on eBay
51372,407087189601,BMW None [F48],A,,335,chassis+etk,"528i,528i xDrive,535d,535d xDrive,535i,535i xDrive,550i,550i xDrive,640i,640i xDrive,650i,650i xDrive,740Ld xDrive,740Li,740Li xDrive,740e xDrive,740i,740i xDrive,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M5,M6,M760i xDrive,X1,X3,X4,X5,X6",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Horns) (+328 ETK rows)
52368,407087186808,,,,,,,skip,already 49 vehicles (multi-fit/expanded)
49462,407087189543,,,,,,,skip,already 409 vehicles (multi-fit/expanded)
51838,407087189451,BMW None [G20],A,,41,chassis,"330e,330e xDrive,330i,330i xDrive,M340i,M340i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 7 dropped_vehicle]
50201,407087189258,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
50226,407087189122,,,,,,,skip,already 16 vehicles (multi-fit/expanded)
48541,407087189232,,,,,,,skip,no Shopify donor for SKU
50204,407087188569,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
52146,407087189447,BMW None [F32],A,,60,chassis+etk,"228i,320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,335i,335i xDrive,428i,428i xDrive,430i,435i,435i xDrive,440i,ActiveHybrid 3,M235i",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Wheels, Tires & Parts > Tire Pressure Monitoring Sensor) (+52 ETK rows) [catalog: 14 dropped_vehicle]"
50535,407087189398,,,,,,,skip,no Shopify donor for SKU
52418,407087188952,,,,,,,skip,already 23 vehicles (multi-fit/expanded)
51784,407087188578,,,,,,,skip,already 5 vehicles (multi-fit/expanded)
51877,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
52261,407087188427,,,,,,,skip,already 396 vehicles (multi-fit/expanded)
49810,407087188492,BMW None [F32],A,,14,chassis,"428i,430i,435i,440i",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Rear View Mirrors) [catalog: 14 dropped_vehicle]
50815,407087188533,BMW None [G01],A,,207,chassis+etk,"230i,230i xDrive,330e,330i,330i xDrive,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,M240i xDrive,X1,X3,X4,X5,X6,X7,i8",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Pedal Assemblies, Pads & Parts) (+204 ETK rows)"
52355,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50449,407087188911,,,,,,,skip,no Shopify donor for SKU
50861,407087188478,,,,,,,skip,already 23 vehicles (multi-fit/expanded)
49301,407087187803,,,,,,,skip,already 2 vehicles (multi-fit/expanded)
52302,407087187743,,,,,,,skip,already 30 vehicles (multi-fit/expanded)
48584,407087188423,,,,,,,skip,already 47 vehicles (multi-fit/expanded)
51748,407087187529,,,,,,,skip,already 63 vehicles (multi-fit/expanded)
49887,407087187951,,,,,,,skip,already 95 vehicles (multi-fit/expanded)
51336,407087187399,,,,,,,skip,already 32 vehicles (multi-fit/expanded)
49394,407087188667,,,,,,,skip,category 107062 never renders fitment on eBay
47772,407087187895,BMW None [E70],-,,8,etk,"335d,X5",pushed,part-number/ETK only (+8 ETK rows)
51996,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51090,407087187886,BMW None [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Gearboxes, Rack & Pinions)"
52398,407087186964,BMW None [G05],-,,96,etk,"330i,330i xDrive,530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M5,M550i xDrive,M760i xDrive,M850i xDrive,X3,X4,X5,X7,Z4",pushed,part-number/ETK only (+96 ETK rows)
50119,407087187172,,,,,,,skip,already 12 vehicles (multi-fit/expanded)
48025,407087187378,BMW None [E88],-,,35,etk,"128i,135i,328i,335i,335is,M3",pushed,part-number/ETK only (+35 ETK rows)
50408,407087187333,BMW None [F30],A,,31,chassis,"320i,320i xDrive,328d,328i,330i,335i,340i,ActiveHybrid 3",pushed,not under an engine branch (Car & Truck Parts & Accessories > Other Car & Truck Parts & Accessories) [catalog: 19 dropped_vehicle]
50855,407087186854,,,,,,,skip,already 6 vehicles (multi-fit/expanded)
51378,407087186892,,,,,,,skip,already 101 vehicles (multi-fit/expanded)
51764,407087187138,,,,,,,skip,already 80 vehicles (multi-fit/expanded)
52329,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
49177,407087186942,,,,,,,skip,category 107062 never renders fitment on eBay
47974,407087186900,,,,,,,skip,already 84 vehicles (multi-fit/expanded)
48022,407087187072,,,,,,,skip,category 107062 never renders fitment on eBay
52350,407087186901,,,,,,,skip,already 32 vehicles (multi-fit/expanded)
48447,407087187141,,,,,,,skip,no Shopify donor for SKU
50704,407087186668,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Brakes & Brake Parts > Other Brake Parts)
47877,407087186775,BMW None [G12],A,,11,chassis,"740i,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 25 dropped_vehicle]
50809,407087186667,BMW None [G01],A,,70,chassis+etk,"530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M550i xDrive,M760i xDrive,M850i xDrive,X1,X2,X3,X4,X7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+69 ETK rows)
52358,407087187469,BMW None [G05],A,,17,chassis+etk,"X5,Z4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) (+16 ETK rows)
50169,407087187093,,,,,,,skip,already 96 vehicles (multi-fit/expanded)
47777,407087186672,,,,,,,skip,already 5 vehicles (multi-fit/expanded)
48451,407087186608,,,,,,,skip,no Shopify donor for SKU
47858,407087186539,,,,,,,skip,already 425 vehicles (multi-fit/expanded)
50376,407087186499,,,,,,,skip,already 12 vehicles (multi-fit/expanded)
49253,407087186529,BMW None [E85],A,,6,chassis,Z4,pushed,not under an engine branch (Car & Truck Parts & Accessories > Transmission & Drivetrain > Driveshafts & Parts > Driveshafts)
47733,407087186373,,,,,,,skip,already 414 vehicles (multi-fit/expanded)
51373,407087186396,,,,,,,skip,already 13 vehicles (multi-fit/expanded)
50162,407087186512,BMW None [G12],A,,11,chassis,"750Li,750i,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors) [catalog: 25 dropped_vehicle]
51410,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50663,407087186354,BMW None [F44],A,,11,chassis,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) [catalog: 1 dropped_vehicle]
49997,407087186465,,,,,,,skip,already 169 vehicles (multi-fit/expanded)
