sku,listingId,donor,rule,engine,n_vehicles,sources,models,action,reason
5501,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
6683,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50563,407087200896,,,,,,,skip,no Shopify donor for SKU
47059,407087231099,,,,,,,skip,no Shopify donor for SKU
3682,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
53142,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
32843,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4377,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51909,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
44757,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
44571,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
47167,407087210711,,,,,,,skip,no Shopify donor for SKU
2681,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4785,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
38799,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
1095,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
37013,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
1992,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51002,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
48669,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
47742,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51532,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
26402,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
2236,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
3782,407011497225,,,,,,,skip,no Shopify donor for SKU
45338,407087224703,,,,,,,skip,no Shopify donor for SKU
61970,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61943,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4812,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
739,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
487,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
2099,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4265,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
33858,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
47802,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
49716,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
33859,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
52198,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
38688,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
41225,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
46762,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
60942,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61065,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61064,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61798,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61853,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
950,406953777877,,,,,,,skip,no Shopify donor for SKU
61700,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61614,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61645,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61612,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61607,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61732,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61642,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61609,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61654,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61656,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61659,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61691,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61718,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61747,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62420,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61640,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61692,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61741,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61081,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62341,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61056,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62279,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61061,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
60825,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
60823,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
3353,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
2073,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
6334,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62346,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62278,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62233,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62356,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62342,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62290,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62349,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62224,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
60811,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4270,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4271,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
4272,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61641,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
62199,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
52761,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
61361,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
12013,406942862915,,,,,,,skip,no Shopify donor for SKU
11807,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
12348,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
12354,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
12967,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
8052,406942863283,,,,,,,skip,no Shopify donor for SKU
8046,406942863090,,,,,,,skip,no Shopify donor for SKU
9326,406942863110,,,,,,,skip,no Shopify donor for SKU
12353,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
14730,406942863166,,,,,,,skip,no Shopify donor for SKU
13148,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
9980,406942863227,,,,,,,skip,no Shopify donor for SKU
12665,406942862946,,,,,,,skip,no Shopify donor for SKU
14517,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
14374,406942863272,,,,,,,skip,no Shopify donor for SKU
13143,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
13490,406942863215,,,,,,,skip,no Shopify donor for SKU
14820,406942863234,,,,,,,skip,no Shopify donor for SKU
13687,406942863020,,,,,,,skip,no Shopify donor for SKU
14143,406942863363,,,,,,,skip,no Shopify donor for SKU
15358,406942863555,,,,,,,skip,no Shopify donor for SKU
16628,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
15220,406942863292,,,,,,,skip,no Shopify donor for SKU
14985,406942863248,,,,,,,skip,no Shopify donor for SKU
15865,406942863281,,,,,,,skip,no Shopify donor for SKU
16914,406942862969,,,,,,,skip,no Shopify donor for SKU
16921,406942863236,,,,,,,skip,no Shopify donor for SKU
16696,406942863241,,,,,,,skip,no Shopify donor for SKU
17917,406942863113,,,,,,,skip,no Shopify donor for SKU
17812,406942863101,,,,,,,skip,no Shopify donor for SKU
17874,406942863177,,,,,,,skip,no Shopify donor for SKU
17919,406942862955,,,,,,,skip,no Shopify donor for SKU
17910,406942863207,,,,,,,skip,no Shopify donor for SKU
17808,406942863164,,,,,,,skip,no Shopify donor for SKU
17389,406942863222,,,,,,,skip,no Shopify donor for SKU
17911,406942863219,,,,,,,skip,no Shopify donor for SKU
17920,406942863105,,,,,,,skip,no Shopify donor for SKU
17925,406942863284,,,,,,,skip,no Shopify donor for SKU
17810,406942863301,,,,,,,skip,no Shopify donor for SKU
17916,406942863312,,,,,,,skip,no Shopify donor for SKU
17873,406942863408,,,,,,,skip,no Shopify donor for SKU
17410,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
17912,406942863112,,,,,,,skip,no Shopify donor for SKU
17377,406942863188,,,,,,,skip,no Shopify donor for SKU
17872,406942863339,,,,,,,skip,no Shopify donor for SKU
17933,406942863356,,,,,,,skip,no Shopify donor for SKU
17947,406942863332,,,,,,,skip,no Shopify donor for SKU
17399,406942863151,,,,,,,skip,no Shopify donor for SKU
17937,406942863195,,,,,,,skip,no Shopify donor for SKU
17967,406942863178,,,,,,,skip,no Shopify donor for SKU
17929,406942863245,,,,,,,skip,no Shopify donor for SKU
17931,406942863174,,,,,,,skip,no Shopify donor for SKU
18923,406942863324,,,,,,,skip,no Shopify donor for SKU
17818,406942863037,,,,,,,skip,no Shopify donor for SKU
19589,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
22760,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
22555,404981225976,,,,,,,skip,no Shopify donor for SKU
24194,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
25206,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
25716,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
25719,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
26618,405156034729,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
26759,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
27880,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
27948,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
28367,405239041050,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
27471,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
28098,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
28424,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
28863,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
29844,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
30721,405401857297,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
30919,405418690683,,,,,,,skip,no Shopify donor for SKU
30933,405418698247,BMW None [F97],B,,,,,review,Rule B on F97 needs an engine or donor model.
31164,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
31098,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
30197,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
31696,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
32351,405484802844,,,,,,,skip,no Shopify donor for SKU
33360,405526637512,BMW None [G01],B,,,,,review,Rule B on G01 needs an engine or donor model.
32641,405490593154,,,,,,,skip,no Shopify donor for SKU
32371,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
32926,407088317599,,,,,,,skip,no Shopify donor for SKU
32484,405499526959,BMW None [G01],B,,,,,review,Rule B on G01 needs an engine or donor model.
33575,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
32616,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
237,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
507,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
513,406942863394,,,,,,,skip,no Shopify donor for SKU
516,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
539,406924632428,,,,,,,skip,no Shopify donor for SKU
521,406864879042,,,,,,,skip,no Shopify donor for SKU
535,406864878925,,,,,,,skip,no Shopify donor for SKU
742,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
833,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
953,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
968,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
